,,,,,TCN
583,6.978214,-1.021786,,-1.021786,0
584,7.499009,-0.500991,,-0.500991,0
585,7.6130033,-0.3869967,,-0.3869967,0.1130033
586,6.3180923,-1.6819077,,-1.6819077,0
587,8.271635,0.271635,,0.271635,0.771635
588,6.9387255,-1.0612745,,-1.0612745,0
589,6.7070127,-1.2929873,,-1.2929873,0
590,7.4222684,-0.5777316,,-0.5777316,0
591,9.685755,1.685755,,1.685755,2.185755
592,7.0557,-0.9443,,-0.9443,0
593,6.5766277,-1.4233723,,-1.4233723,0
594,6.9901347,-1.0098653,,-1.0098653,0
595,6.420165,-1.579835,,-1.579835,0
596,6.611645,-1.388355,,-1.388355,0
597,8.07941,0.07941,,0.07941,0.57941
598,7.7307224,-0.2692776,,-0.2692776,0.2307224
599,6.5431,-1.4569,,-1.4569,0
600,8.447468,0.447468,,0.447468,0.947468
601,7.682294,-0.317706,,-0.317706,0.182294
602,6.87018,-1.12982,,-1.12982,0
603,7.8737736,-0.1262264,,-0.1262264,0.3737736
604,7.0676208,-0.9323792,,-0.9323792,0
605,8.892268,0.892268,,0.892268,1.392268
606,6.7673626,-1.2326374,,-1.2326374,0
607,7.418543,-0.581457,,-0.581457,0
608,6.8873167,-1.1126833,,-1.1126833,0
609,8.233637,0.233637,,0.233637,0.733637
610,7.3067846,-0.6932154,,-0.6932154,0
611,9.655952,1.655952,,1.655952,2.155952
612,7.138401,-0.861599,,-0.861599,0
613,8.442253,0.442253,,0.442253,0.942253
614,9.752065,1.752065,,1.752065,2.252065
615,8.422881,0.422881,,0.422881,0.922881
616,8.323789,0.323789,,0.323789,0.823789
617,8.999557,0.999557,,0.999557,1.499557
618,9.678305,1.678305,,1.678305,2.178305
619,8.905679,0.905679,,0.905679,1.405679
620,8.674711,0.674711,,0.674711,1.174711
621,7.068366,-0.931634,,-0.931634,0
622,6.7822638,-1.2177362,,-1.2177362,0
623,6.788969,-1.211031,,-1.211031,0
624,7.4088573,-0.5911427,,-0.5911427,0
625,6.54757,-1.45243,,-1.45243,0
626,6.466359,-1.533641,,-1.533641,0
627,6.7181883,-1.2818117,,-1.2818117,0
628,8.489937,0.489937,,0.489937,0.989937
629,8.470565,0.470565,,0.470565,0.970565
630,6.572157,-1.427843,,-1.427843,0
631,6.5572557,-1.4427443,,-1.4427443,0
632,8.115917,0.115917,,0.115917,0.615917
633,8.262693,0.262693,,0.262693,0.762693
634,8.270889,0.270889,,0.270889,0.770889
635,7.0773067,-0.9226933,,-0.9226933,0
636,7.2538853,-0.7461147,,-0.7461147,0
637,8.424372,0.424372,,0.424372,0.924372
638,6.8306923,-1.1693077,,-1.1693077,0
639,6.7800283,-1.2199717,,-1.2199717,0
640,5.2995977,-2.7004023,,-2.7004023,0
641,6.4499674,-1.5500326,,-1.5500326,0
642,6.8180265,-1.1819735,,-1.1819735,0
643,7.4110928,-0.5889072,,-0.5889072,0
644,7.753074,-0.246926,,-0.246926,0.253074
645,9.137392,1.137392,,1.137392,1.637392
646,9.277463,1.277463,,1.277463,1.777463
647,9.121746,1.121746,,1.121746,1.621746
648,7.518381,-0.481619,,-0.481619,0.018381
649,6.67572,-1.32428,,-1.32428,0
650,7.006526,-0.993474,,-0.993474,0
651,7.979572,-0.020428,,-0.020428,0.479572
652,6.6705046,-1.3294954,,-1.3294954,0
653,8.08537,0.08537,,0.08537,0.58537
654,8.776039,0.776039,,0.776039,1.276039
655,8.434802,0.434802,,0.434802,0.934802
656,6.691366,-1.308634,,-1.308634,0
657,7.0668755,-0.9331245,,-0.9331245,0
658,6.879866,-1.120134,,-1.120134,0
659,7.037073,-0.962927,,-0.962927,0
660,7.31647,-0.68353,,-0.68353,0
661,6.8061056,-1.1938944,,-1.1938944,0
662,6.4305964,-1.5694036,,-1.5694036,0
663,6.9379807,-1.0620193,,-1.0620193,0
664,6.4112244,-1.5887756,,-1.5887756,0
665,7.0512295,-0.9487705,,-0.9487705,0
666,7.883459,-0.116541,,-0.116541,0.383459
667,6.7986546,-1.2013454,,-1.2013454,0
668,6.6109,-1.3891,,-1.3891,0
669,6.7137184,-1.2862816,,-1.2862816,0
670,6.851554,-1.148446,,-1.148446,0
671,8.596479,0.596479,,0.596479,1.096479
672,7.5683,-0.4317,,-0.4317,0.0683
673,7.903576,-0.096424,,-0.096424,0.403576
674,6.698072,-1.301928,,-1.301928,0
675,6.669015,-1.330985,,-1.330985,0
676,7.4557962,-0.5442038,,-0.5442038,0
677,7.428974,-0.571026,,-0.571026,0
678,7.5988474,-0.4011526,,-0.4011526,0.0988474
679,7.109344,-0.890656,,-0.890656,0
680,7.083267,-0.916733,,-0.916733,0
681,6.558001,-1.441999,,-1.441999,0
682,7.084757,-0.915243,,-0.915243,0
683,8.383393,0.383393,,0.383393,0.883393
684,7.034093,-0.965907,,-0.965907,0
685,6.7211685,-1.2788315,,-1.2788315,0
686,8.186698,0.186698,,0.186698,0.686698
687,6.4373016,-1.5626984,,-1.5626984,0
688,6.777048,-1.222952,,-1.222952,0
689,6.8724155,-1.1275845,,-1.1275845,0
690,6.7457557,-1.2542443,,-1.2542443,0
691,7.3447824,-0.6552176,,-0.6552176,0
692,6.9484115,-1.0515885,,-1.0515885,0
693,6.9856644,-1.0143356,,-1.0143356,0
694,8.422136,0.422136,,0.422136,0.922136
695,7.9326334,-0.0673666,,-0.0673666,0.4326334
696,6.952882,-1.047118,,-1.047118,0
697,7.566065,-0.433935,,-0.433935,0.066065
698,6.3098965,-1.6901035,,-1.6901035,0
699,6.3054266,-1.6945734,,-1.6945734,0
700,7.065386,-0.934614,,-0.934614,0
701,7.5161457,-0.4838543,,-0.4838543,0.0161457
702,7.1637335,-0.8362665,,-0.8362665,0
703,9.518117,1.518117,,1.518117,2.018117
704,7.496029,-0.503971,,-0.503971,0
705,8.011609,0.011609,,0.011609,0.511609
706,7.0668755,-0.9331245,,-0.9331245,0
707,7.421523,-0.578477,,-0.578477,0
708,6.381422,-1.618578,,-1.618578,0
709,7.134676,-0.865324,,-0.865324,0
710,6.8321824,-1.1678176,,-1.1678176,0
711,9.126961,1.126961,,1.126961,1.626961
712,7.0869923,-0.9130077,,-0.9130077,0
713,6.891787,-1.108213,,-1.108213,0
714,7.332116,-0.667884,,-0.667884,0
715,6.3650312,-1.6349688,,-1.6349688,0
716,7.072091,-0.927909,,-0.927909,0
717,7.1026382,-0.8973618,,-0.8973618,0
718,6.6436825,-1.3563175,,-1.3563175,0
719,8.259714,0.259714,,0.259714,0.759714
720,7.0869923,-0.9130077,,-0.9130077,0
721,7.044524,-0.955476,,-0.955476,0
722,8.33571,0.33571,,0.33571,0.83571
723,7.081032,-0.918968,,-0.918968,0
724,7.586181,-0.413819,,-0.413819,0.086181
725,8.074194,0.074194,,0.074194,0.574194
726,9.394437,1.394437,,1.394437,1.894437
727,7.1235,-0.8765,,-0.8765,0
728,8.078665,0.078665,,0.078665,0.578665
729,8.115917,0.115917,,0.115917,0.615917
730,11.070072,3.070072,,3.070072,3.570072
731,8.199364,0.199364,,0.199364,0.699364
732,8.354336,0.354336,,0.354336,0.854336
733,7.1167946,-0.8832054,,-0.8832054,0
734,7.867813,-0.132187,,-0.132187,0.367813
735,11.09466,3.09466,,3.09466,3.59466
736,6.928295,-1.071705,,-1.071705,0
737,7.1302056,-0.8697944,,-0.8697944,0
738,7.9631805,-0.0368195,,-0.0368195,0.4631805
739,6.6317616,-1.3682384,,-1.3682384,0
740,7.5683,-0.4317,,-0.4317,0.0683
741,6.925315,-1.074685,,-1.074685,0
742,7.0542097,-0.9457903,,-0.9457903,0
743,6.623566,-1.376434,,-1.376434,0
744,6.996095,-1.003905,,-1.003905,0
745,7.317215,-0.682785,,-0.682785,0
746,7.1436167,-0.8563833,,-0.8563833,0
747,6.8493185,-1.1506815,,-1.1506815,0
748,6.9238243,-1.0761757,,-1.0761757,0
749,8.111447,0.111447,,0.111447,0.611447
750,7.918477,-0.081523,,-0.081523,0.418477
751,7.084012,-0.915988,,-0.915988,0
752,7.7687206,-0.2312794,,-0.2312794,0.2687206
753,7.5332823,-0.4667177,,-0.4667177,0.0332823
754,6.257743,-1.742257,,-1.742257,0
755,6.956607,-1.043393,,-1.043393,0
756,6.508827,-1.491173,,-1.491173,0
757,7.0616603,-0.9383397,,-0.9383397,0
758,6.7830086,-1.2169914,,-1.2169914,0
759,6.978959,-1.021041,,-1.021041,0
760,6.426871,-1.573129,,-1.573129,0
761,7.7687206,-0.2312794,,-0.2312794,0.2687206
762,7.4394045,-0.5605955,,-0.5605955,0
763,7.1257353,-0.8742647,,-0.8742647,0
764,6.214529,-1.785471,,-1.785471,0
765,7.2799625,-0.7200375,,-0.7200375,0
766,6.9268045,-1.0731955,,-1.0731955,0
767,7.247925,-0.752075,,-0.752075,0
768,6.253272,-1.746728,,-1.746728,0
769,6.246567,-1.753433,,-1.753433,0
770,6.4484777,-1.5515223,,-1.5515223,0
771,6.9417057,-1.0582943,,-1.0582943,0
772,7.021427,-0.978573,,-0.978573,0
773,7.1711836,-0.8288164,,-0.8288164,0
774,7.075816,-0.924184,,-0.924184,0
775,7.712096,-0.287904,,-0.287904,0.212096
776,7.665902,-0.334098,,-0.334098,0.165902
777,6.905198,-1.094802,,-1.094802,0
778,6.9245696,-1.0754304,,-1.0754304,0
779,7.11605,-0.88395,,-0.88395,0
780,6.6466627,-1.3533373,,-1.3533373,0
781,6.6362324,-1.3637676,,-1.3637676,0
782,6.828457,-1.171543,,-1.171543,0
783,6.9655476,-1.0344524,,-1.0344524,0
784,6.210059,-1.789941,,-1.789941,0
785,6.8999825,-1.1000175,,-1.1000175,0
786,6.490201,-1.509799,,-1.509799,0
787,6.8418684,-1.1581316,,-1.1581316,0
788,8.286535,0.286535,,0.286535,0.786535
789,7.647276,-0.352724,,-0.352724,0.147276
790,6.3337383,-1.6662617,,-1.6662617,0
791,7.7195463,-0.2804537,,-0.2804537,0.2195463
792,7.8730288,-0.1269712,,-0.1269712,0.3730288
793,8.7939205,0.7939205,,0.7939205,1.2939205
794,6.3329935,-1.6670065,,-1.6670065,0
795,7.881224,-0.118776,,-0.118776,0.381224
796,7.686019,-0.313981,,-0.313981,0.186019
797,6.93202,-1.06798,,-1.06798,0
798,6.7479906,-1.2520094,,-1.2520094,0
799,7.037073,-0.962927,,-0.962927,0
800,7.89091,-0.10909,,-0.10909,0.39091
801,6.979704,-1.020296,,-1.020296,0
802,7.1592627,-0.8407373,,-0.8407373,0
803,6.5930185,-1.4069815,,-1.4069815,0
804,8.0138445,0.0138445,,0.0138445,0.5138445
805,7.5936317,-0.4063683,,-0.4063683,0.0936317
806,6.3247976,-1.6752024,,-1.6752024,0
807,6.9580975,-1.0419025,,-1.0419025,0
808,6.7241488,-1.2758512,,-1.2758512,0
809,6.5758824,-1.4241176,,-1.4241176,0
810,7.3038044,-0.6961956,,-0.6961956,0
811,7.0668755,-0.9331245,,-0.9331245,0
812,7.597357,-0.402643,,-0.402643,0.097357
813,7.184595,-0.815405,,-0.815405,0
814,7.0363283,-0.9636717,,-0.9636717,0
815,6.6265464,-1.3734536,,-1.3734536,0
816,6.804615,-1.195385,,-1.195385,0
817,6.842613,-1.157387,,-1.157387,0
818,8.708239,0.708239,,0.708239,1.208239
819,6.2279406,-1.7720594,,-1.7720594,0
820,7.6912346,-0.3087654,,-0.3087654,0.1912346
821,8.291006,0.291006,,0.291006,0.791006
822,10.023266,2.023266,,2.023266,2.523266
823,7.110834,-0.889166,,-0.889166,0
824,6.443262,-1.556738,,-1.556738,0
825,7.005036,-0.994964,,-0.994964,0
826,6.8217516,-1.1782484,,-1.1782484,0
827,8.108467,0.108467,,0.108467,0.608467
828,6.6697598,-1.3302402,,-1.3302402,0
829,6.8873167,-1.1126833,,-1.1126833,0
830,7.7456236,-0.2543764,,-0.2543764,0.2456236
831,7.056445,-0.943555,,-0.943555,0
832,7.8350306,-0.1649694,,-0.1649694,0.3350306
833,8.964539,0.964539,,0.964539,1.464539
834,8.3521,0.3521,,0.3521,0.8521
835,8.537621,0.537621,,0.537621,1.037621
836,7.5936317,-0.4063683,,-0.4063683,0.0936317
837,6.8657103,-1.1342897,,-1.1342897,0
838,7.0869923,-0.9130077,,-0.9130077,0
839,7.196516,-0.803484,,-0.803484,0
840,7.0914626,-0.9085374,,-0.9085374,0
841,6.6637993,-1.3362007,,-1.3362007,0
842,6.673485,-1.326515,,-1.326515,0
843,7.211417,-0.788583,,-0.788583,0
844,7.7709556,-0.2290444,,-0.2290444,0.2709556
845,6.4916906,-1.5083094,,-1.5083094,0
846,7.813424,-0.186576,,-0.186576,0.313424
847,7.0512295,-0.9487705,,-0.9487705,0
848,8.399039,0.399039,,0.399039,0.899039
849,7.0229173,-0.9770827,,-0.9770827,0
850,6.814301,-1.185699,,-1.185699,0
851,6.560236,-1.439764,,-1.439764,0
852,6.8850813,-1.1149187,,-1.1149187,0
853,7.3082743,-0.6917257,,-0.6917257,0
854,6.780773,-1.219227,,-1.219227,0
855,6.6936016,-1.3063984,,-1.3063984,0
856,6.710738,-1.289262,,-1.289262,0
857,8.559972,0.559972,,0.559972,1.059972
858,6.9104137,-1.0895863,,-1.0895863,0
859,6.3344836,-1.6655164,,-1.6655164,0
860,6.4194202,-1.5805798,,-1.5805798,0
861,6.593764,-1.406236,,-1.406236,0
862,8.932501,0.932501,,0.932501,1.432501
863,8.527935,0.527935,,0.527935,1.027935
864,8.060783,0.060783,,0.060783,0.560783
865,7.7493486,-0.2506514,,-0.2506514,0.2493486
866,8.155405,0.155405,,0.155405,0.655405
867,7.820874,-0.179126,,-0.179126,0.320874
868,8.001924,0.001924,,0.001924,0.501924
869,7.5787306,-0.4212694,,-0.4212694,0.0787306
870,7.4632463,-0.5367537,,-0.5367537,0
871,7.0273876,-0.9726124,,-0.9726124,0
872,7.4595213,-0.5404787,,-0.5404787,0
873,8.997321,0.997321,,0.997321,1.497321
874,7.3306265,-0.6693735,,-0.6693735,0
875,7.655472,-0.344528,,-0.344528,0.155472
876,7.2032213,-0.7967787,,-0.7967787,0
877,6.5878034,-1.4121966,,-1.4121966,0
878,8.177012,0.177012,,0.177012,0.677012
879,6.9648027,-1.0351973,,-1.0351973,0
880,7.305294,-0.694706,,-0.694706,0
881,7.329136,-0.670864,,-0.670864,0
882,7.18683,-0.81317,,-0.81317,0
883,8.330494,0.330494,,0.330494,0.830494
884,7.8894196,-0.1105804,,-0.1105804,0.3894196
885,8.1613655,0.1613655,,0.1613655,0.6613655
886,8.302927,0.302927,,0.302927,0.802927
887,7.620454,-0.379546,,-0.379546,0.120454
888,7.1831045,-0.8168955,,-0.8168955,0
889,7.583946,-0.416054,,-0.416054,0.083946
890,7.2143974,-0.7856026,,-0.7856026,0
891,7.355213,-0.644787,,-0.644787,0
892,6.841123,-1.158877,,-1.158877,0
893,7.0907173,-0.9092827,,-0.9092827,0
894,6.632507,-1.367493,,-1.367493,0
895,6.594509,-1.405491,,-1.405491,0
896,7.8111887,-0.1888113,,-0.1888113,0.3111887
897,6.397814,-1.602186,,-1.602186,0
898,8.624047,0.624047,,0.624047,1.124047
899,8.229166,0.229166,,0.229166,0.729166
900,6.555766,-1.444234,,-1.444234,0
901,7.181615,-0.818385,,-0.818385,0
902,7.085502,-0.914498,,-0.914498,0
903,6.4216557,-1.5783443,,-1.5783443,0
904,6.5393744,-1.4606256,,-1.4606256,0
905,6.5758824,-1.4241176,,-1.4241176,0
906,6.8716707,-1.1283293,,-1.1283293,0
907,6.621331,-1.378669,,-1.378669,0
908,7.970631,-0.029369,,-0.029369,0.470631
909,6.5431,-1.4569,,-1.4569,0
910,6.687641,-1.312359,,-1.312359,0
911,6.6272917,-1.3727083,,-1.3727083,0
912,7.099658,-0.900342,,-0.900342,0
913,6.815791,-1.184209,,-1.184209,0
914,6.5393744,-1.4606256,,-1.4606256,0
915,7.6413155,-0.3586845,,-0.3586845,0.1413155
916,8.21054,0.21054,,0.21054,0.71054
917,7.861108,-0.138892,,-0.138892,0.361108
918,8.051098,0.051098,,0.051098,0.551098
919,6.4022837,-1.5977163,,-1.5977163,0
920,6.6287813,-1.3712187,,-1.3712187,0
921,7.312,-0.688,,-0.688,0
922,8.234382,0.234382,,0.234382,0.734382
923,8.502603,0.502603,,0.502603,1.002603
924,6.608665,-1.391335,,-1.391335,0
925,7.802993,-0.197007,,-0.197007,0.302993
926,7.8387556,-0.1612444,,-0.1612444,0.3387556
927,7.893145,-0.106855,,-0.106855,0.393145
928,7.545948,-0.454052,,-0.454052,0.045948
929,6.559491,-1.440509,,-1.440509,0
930,6.657839,-1.342161,,-1.342161,0
931,7.0765615,-0.9234385,,-0.9234385,0
932,6.3873825,-1.6126175,,-1.6126175,0
933,6.4626336,-1.5373664,,-1.5373664,0
934,6.9998207,-1.0001793,,-1.0001793,0
935,7.048994,-0.951006,,-0.951006,0
936,6.978959,-1.021041,,-1.021041,0
937,6.7047777,-1.2952223,,-1.2952223,0
938,6.788224,-1.211776,,-1.211776,0
939,6.531179,-1.468821,,-1.468821,0
940,6.2815847,-1.7184153,,-1.7184153,0
941,6.257743,-1.742257,,-1.742257,0
942,6.792694,-1.207306,,-1.207306,0
943,7.0087614,-0.9912386,,-0.9912386,0
944,6.7040324,-1.2959676,,-1.2959676,0
945,6.986409,-1.013591,,-1.013591,0
946,7.3060393,-0.6939607,,-0.6939607,0
947,6.6511335,-1.3488665,,-1.3488665,0
948,7.136166,-0.863834,,-0.863834,0
949,6.2793493,-1.7206507,,-1.7206507,0
950,6.601959,-1.398041,,-1.398041,0
951,8.103251,0.103251,,0.103251,0.603251
952,6.761402,-1.238598,,-1.238598,0
953,6.9998207,-1.0001793,,-1.0001793,0
954,7.736683,-0.263317,,-0.263317,0.236683
955,8.27834,0.27834,,0.27834,0.77834
956,8.15168,0.15168,,0.15168,0.65168
957,9.641051,1.641051,,1.641051,2.141051
958,6.80238,-1.19762,,-1.19762,0
959,7.8991055,-0.1008945,,-0.1008945,0.3991055
960,8.103996,0.103996,,0.103996,0.603996
961,7.162243,-0.837757,,-0.837757,0
962,7.2598457,-0.7401543,,-0.7401543,0
963,7.0013103,-0.9986897,,-0.9986897,0
964,7.0713463,-0.9286537,,-0.9286537,0
965,6.827712,-1.172288,,-1.172288,0
966,6.710738,-1.289262,,-1.289262,0
967,6.580353,-1.419647,,-1.419647,0
968,6.8709254,-1.1290746,,-1.1290746,0
969,6.797165,-1.202835,,-1.202835,0
970,6.7286196,-1.2713804,,-1.2713804,0
971,7.281452,-0.718548,,-0.718548,0
972,6.637722,-1.362278,,-1.362278,0
973,7.6718626,-0.3281374,,-0.3281374,0.1718626
974,6.824732,-1.175268,,-1.175268,0
975,6.8590045,-1.1409955,,-1.1409955,0
976,6.6109,-1.3891,,-1.3891,0
977,6.6004696,-1.3995304,,-1.3995304,0
978,6.8180265,-1.1819735,,-1.1819735,0
979,6.6481533,-1.3518467,,-1.3518467,0
980,7.389486,-0.610514,,-0.610514,0
981,6.6436825,-1.3563175,,-1.3563175,0
982,6.5691767,-1.4308233,,-1.4308233,0
983,8.111447,0.111447,,0.111447,0.611447
984,7.861108,-0.138892,,-0.138892,0.361108
985,7.7322125,-0.2677875,,-0.2677875,0.2322125
986,7.8111887,-0.1888113,,-0.1888113,0.3111887
987,8.59201,0.59201,,0.59201,1.09201
988,6.4097347,-1.5902653,,-1.5902653,0
989,6.5878034,-1.4121966,,-1.4121966,0
990,6.151944,-1.848056,,-1.848056,0
991,6.580353,-1.419647,,-1.419647,0
992,6.901473,-1.098527,,-1.098527,0
993,8.028746,0.028746,,0.028746,0.528746
994,7.996708,-0.003292,,-0.003292,0.496708
995,6.8962574,-1.1037426,,-1.1037426,0
996,6.4738092,-1.5261908,,-1.5261908,0
997,6.8135557,-1.1864443,,-1.1864443,0
998,6.93053,-1.06947,,-1.06947,0
999,7.018447,-0.981553,,-0.981553,0
1000,6.9491568,-1.0508432,,-1.0508432,0
1001,7.5921416,-0.4078584,,-0.4078584,0.0921416
1002,6.7599115,-1.2400885,,-1.2400885,0
1003,6.543845,-1.456155,,-1.456155,0
1004,6.622821,-1.377179,,-1.377179,0
1005,6.700307,-1.299693,,-1.299693,0
1006,6.579608,-1.420392,,-1.420392,0
1007,6.7412853,-1.2587147,,-1.2587147,0
1008,6.381422,-1.618578,,-1.618578,0
1009,10.953098,2.953098,,2.953098,3.453098
1010,6.703287,-1.296713,,-1.296713,0
1011,6.687641,-1.312359,,-1.312359,0
1012,6.4119697,-1.5880303,,-1.5880303,0
1013,6.92904,-1.07096,,-1.07096,0
1014,6.2756243,-1.7243757,,-1.7243757,0
1015,7.2851777,-0.7148223,,-0.7148223,0
1016,7.547438,-0.452562,,-0.452562,0.047438
1017,7.934123,-0.065877,,-0.065877,0.434123
1018,6.840378,-1.159622,,-1.159622,0
1019,6.7710876,-1.2289124,,-1.2289124,0
1020,7.1026382,-0.8973618,,-0.8973618,0
1021,7.949024,-0.050976,,-0.050976,0.449024
1022,7.755309,-0.244691,,-0.244691,0.255309
1023,6.376952,-1.623048,,-1.623048,0
1024,6.581843,-1.418157,,-1.418157,0
1025,7.3261557,-0.6738443,,-0.6738443,0
1026,8.303672,0.303672,,0.303672,0.803672
1027,6.6004696,-1.3995304,,-1.3995304,0
1028,6.73905,-1.26095,,-1.26095,0
1029,6.9737434,-1.0262566,,-1.0262566,0
1030,6.7316,-1.2684,,-1.2684,0
1031,6.957352,-1.042648,,-1.042648,0
1032,6.5423546,-1.4576454,,-1.4576454,0
1033,6.4261255,-1.5738745,,-1.5738745,0
1034,6.8366528,-1.1633472,,-1.1633472,0
1035,8.268654,0.268654,,0.268654,0.768654
1036,6.9774685,-1.0225315,,-1.0225315,0
1037,7.0579348,-0.9420652,,-0.9420652,0
1038,7.8856945,-0.1143055,,-0.1143055,0.3856945
1039,8.898973,0.898973,,0.898973,1.398973
1040,7.2874126,-0.7125874,,-0.7125874,0
1041,6.8925323,-1.1074677,,-1.1074677,0
1042,7.0631504,-0.9368496,,-0.9368496,0
1043,6.6898766,-1.3101234,,-1.3101234,0
1044,6.7323446,-1.2676554,,-1.2676554,0
1045,7.966161,-0.033839,,-0.033839,0.466161
1046,8.018314,0.018314,,0.018314,0.518314
1047,7.9788265,-0.0211735,,-0.0211735,0.4788265
1048,8.132309,0.132309,,0.132309,0.632309
1049,8.682907,0.682907,,0.682907,1.182907
1050,7.1302056,-0.8697944,,-0.8697944,0
1051,7.496029,-0.503971,,-0.503971,0
1052,8.959323,0.959323,,0.959323,1.459323
1053,7.1831045,-0.8168955,,-0.8168955,0
1054,7.6211987,-0.3788013,,-0.3788013,0.1211987
1055,6.785244,-1.214756,,-1.214756,0
1056,6.4611435,-1.5388565,,-1.5388565,0
1057,6.4410267,-1.5589733,,-1.5589733,0
1058,7.1406364,-0.8593636,,-0.8593636,0
1059,7.2069464,-0.7930536,,-0.7930536,0
1060,6.821007,-1.178993,,-1.178993,0
1061,7.1413813,-0.8586187,,-0.8586187,0
1062,6.916374,-1.083626,,-1.083626,0
1063,8.839369,0.839369,,0.839369,1.339369
1064,7.370859,-0.629141,,-0.629141,0
1065,6.5155325,-1.4844675,,-1.4844675,0
1066,7.007271,-0.992729,,-0.992729,0
1067,7.750094,-0.249906,,-0.249906,0.250094
1068,6.6637993,-1.3362007,,-1.3362007,0
1069,7.635355,-0.364645,,-0.364645,0.135355
1070,7.4274836,-0.5725164,,-0.5725164,0
1071,7.3574486,-0.6425514,,-0.6425514,0
1072,6.7532063,-1.2467937,,-1.2467937,0
1073,7.5653195,-0.4346805,,-0.4346805,0.0653195
1074,6.986409,-1.013591,,-1.013591,0
1075,8.084625,0.084625,,0.084625,0.584625
1076,6.637722,-1.362278,,-1.362278,0
1077,8.448214,0.448214,,0.448214,0.948214
1078,6.9126487,-1.0873513,,-1.0873513,0
1079,6.197393,-1.802607,,-1.802607,0
1080,7.2687864,-0.7312136,,-0.7312136,0
1081,7.0005655,-0.9994345,,-0.9994345,0
1082,7.659197,-0.340803,,-0.340803,0.159197
1083,6.0983,-1.9017,,-1.9017,0
1084,7.0229173,-0.9770827,,-0.9770827,0
1085,6.2368813,-1.7631187,,-1.7631187,0
1086,7.82758,-0.17242,,-0.17242,0.32758
1087,7.460266,-0.539734,,-0.539734,0
1088,7.130951,-0.869049,,-0.869049,0
1089,7.135421,-0.864579,,-0.864579,0
1090,6.929785,-1.070215,,-1.070215,0
1091,6.966293,-1.033707,,-1.033707,0
1092,6.560236,-1.439764,,-1.439764,0
1093,6.831437,-1.168563,,-1.168563,0
1094,6.864965,-1.135035,,-1.135035,0
1095,7.9058113,-0.0941887,,-0.0941887,0.4058113
1096,7.6428056,-0.3571944,,-0.3571944,0.1428056
1097,8.682161,0.682161,,0.682161,1.182161
1098,7.3038044,-0.6961956,,-0.6961956,0
1099,7.0363283,-0.9636717,,-0.9636717,0
1100,6.6906214,-1.3093786,,-1.3093786,0
1101,8.561462,0.561462,,0.561462,1.061462
1102,7.2076917,-0.7923083,,-0.7923083,0
1103,8.21501,0.21501,,0.21501,0.71501
1104,7.288158,-0.711842,,-0.711842,0
1105,7.4774027,-0.5225973,,-0.5225973,0
1106,7.1033835,-0.8966165,,-0.8966165,0
1107,6.7815185,-1.2184815,,-1.2184815,0
1108,7.38278,-0.61722,,-0.61722,0
1109,7.5802207,-0.4197793,,-0.4197793,0.0802207
1110,7.402152,-0.597848,,-0.597848,0
1111,8.14572,0.14572,,0.14572,0.64572
1112,7.145107,-0.854893,,-0.854893,0
1113,6.9744883,-1.0255117,,-1.0255117,0
1114,6.8657103,-1.1342897,,-1.1342897,0
1115,7.0191917,-0.9808083,,-0.9808083,0
1116,6.785244,-1.214756,,-1.214756,0
1117,6.536394,-1.463606,,-1.463606,0
1118,6.4693394,-1.5306606,,-1.5306606,0
1119,6.5080824,-1.4919176,,-1.4919176,0
1120,6.477535,-1.522465,,-1.522465,0
1121,6.8187714,-1.1812286,,-1.1812286,0
1122,7.138401,-0.861599,,-0.861599,0
1123,6.5118074,-1.4881926,,-1.4881926,0
1124,8.162111,0.162111,,0.162111,0.662111
1125,7.1518126,-0.8481874,,-0.8481874,0
1126,6.9722533,-1.0277467,,-1.0277467,0
1127,6.9335103,-1.0664897,,-1.0664897,0
1128,6.842613,-1.157387,,-1.157387,0
1129,7.0311127,-0.9688873,,-0.9688873,0
1130,6.944686,-1.055314,,-1.055314,0
1131,7.2047114,-0.7952886,,-0.7952886,0
1132,7.1026382,-0.8973618,,-0.8973618,0
1133,6.7174435,-1.2825565,,-1.2825565,0
1134,6.4462423,-1.5537577,,-1.5537577,0
1135,7.7463684,-0.2536316,,-0.2536316,0.2463684
1136,6.8321824,-1.1678176,,-1.1678176,0
1137,6.8180265,-1.1819735,,-1.1819735,0
1138,6.6556034,-1.3443966,,-1.3443966,0
1139,6.7681074,-1.2318926,,-1.2318926,0
1140,6.8299475,-1.1700525,,-1.1700525,0
1141,6.8373976,-1.1626024,,-1.1626024,0
1142,7.2941184,-0.7058816,,-0.7058816,0
1143,6.8567696,-1.1432304,,-1.1432304,0
1144,7.203966,-0.796034,,-0.796034,0
1145,7.612258,-0.387742,,-0.387742,0.112258
1146,7.4468555,-0.5531445,,-0.5531445,0
1147,7.740408,-0.259592,,-0.259592,0.240408
1148,7.832795,-0.167205,,-0.167205,0.332795
1149,6.198883,-1.801117,,-1.801117,0
1150,6.9975853,-1.0024147,,-1.0024147,0
1151,7.1473417,-0.8526583,,-0.8526583,0
1152,6.5185127,-1.4814873,,-1.4814873,0
1153,8.871407,0.871407,,0.871407,1.371407
1154,8.267164,0.267164,,0.267164,0.767164
1155,7.0393085,-0.9606915,,-0.9606915,0
1156,7.810444,-0.189556,,-0.189556,0.310444
1157,7.2576103,-0.7423897,,-0.7423897,0
