,score
1875,78.21651
1876,69.64567
1877,32.36827
1878,63.031723
1879,47.12193
1880,67.449326
1881,58.987656
1882,101.42567
1883,51.2955
1884,46.84465
1885,38.04553
1886,38.68385
1887,62.681618
1888,48.117172
1889,124.46244
1890,39.640423
1891,35.96917
1892,90.35235
1893,38.05145
1894,51.70607
1895,52.285133
1896,46.505287
1897,47.77884
1898,62.840626
1899,39.0477
1900,46.868443
1901,38.89113
1902,81.69646
1903,51.526997
1904,57.25374
1905,39.19749
1906,43.114
1907,73.928406
1908,50.516754
1909,45.962345
1910,75.56542
1911,50.75772
1912,53.64495
1913,91.573555
1914,50.92124
1915,92.89542
1916,60.595154
1917,53.354652
1918,47.220596
1919,111.874466
1920,58.37327
1921,56.498024
1922,41.53755
1923,70.77446
1924,89.69431
1925,37.571365
1926,50.36198
1927,39.808346
1928,99.37582
1929,49.23765
1930,43.88123
1931,115.23832
1932,92.98953
1933,56.104652
1934,52.84464
1935,66.638954
1936,64.96881
1937,82.328
1938,80.26688
1939,50.3743
1940,53.037914
1941,89.36258
1942,40.054924
1943,56.41018
1944,101.43594
1945,83.15193
1946,81.35667
1947,47.550613
1948,97.903206
1949,58.080673
1950,77.423164
1951,104.27733
1952,94.770515
1953,46.849167
1954,81.579666
1955,47.84876
1956,66.81977
1957,58.037266
1958,47.42127
1959,61.58537
1960,67.00269
1961,49.075954
1962,77.018616
1963,56.364517
1964,39.822723
1965,66.13803
1966,36.76608
1967,68.37184
1968,61.00907
1969,114.47451
1970,81.58409
1971,76.776855
1972,46.15593
1973,45.130825
1974,43.979103
1975,45.13993
1976,50.602036
1977,48.47255
1978,54.81995
1979,47.523525
1980,53.74809
1981,46.145565
1982,47.93864
1983,99.44389
1984,236.04024
1985,265.68118
1986,85.33775
1987,120.291954
1988,117.00322
1989,137.58597
1990,196.65652
1991,355.49884
1992,103.37654
1993,173.86774
1994,372.73444
1995,87.94718
1996,81.18436
1997,153.27904
1998,111.42052
1999,100.72075
2000,119.41594
2001,132.94608
2002,63.726517
2003,151.22728
2004,136.32571
2005,82.96909
2006,122.75072
2007,91.19213
2008,38.238045
2009,58.541985
2010,160.78284
2011,102.69233
2012,93.336334
2013,40.575348
2014,49.143856
2015,43.06009
2016,86.574265
2017,40.622982
2018,110.37917
2019,75.07481
2020,54.926586
2021,98.52545
2022,105.82908
2023,107.41637
2024,98.509995
2025,111.107735
2026,113.539
2027,108.526276
2028,106.13629
2029,87.20433
2030,79.44924
2031,102.19136
2032,98.57477
2033,246.00592
2034,289.52167
2035,60.982952
2036,111.233185
2037,90.34687
2038,98.37705
2039,98.57732
2040,91.67012
2041,117.557556
2042,112.605644
2043,161.76402
2044,111.716385
2045,116.36601
2046,71.74519
2047,59.83318
2048,41.89787
2049,87.55858
2050,75.45598
2051,69.65774
2052,98.60774
2053,99.24299
2054,91.69774
2055,88.600945
2056,300.23254
2057,379.32944
2058,235.34583
2059,129.53433
2060,257.34357
2061,122.501045
2062,100.09376
2063,216.95624
2064,127.76645
2065,58.85232
2066,128.30551
2067,118.66914
2068,131.68634
2069,155.89462
2070,117.76044
2071,186.21259
2072,182.8941
2073,80.74689
2074,106.95044
2075,167.48734
2076,141.78413
2077,125.34046
2078,129.72777
2079,50.839348
2080,188.7992
2081,140.61934
2082,129.62624
2083,91.48357
2084,70.84212
2085,83.33843
2086,269.73557
2087,280.94223
2088,117.566086
2089,80.045006
2090,103.01459
2091,133.68831
2092,106.198135
2093,133.09576
2094,106.57798
2095,89.57493
2096,149.73059
2097,113.49466
2098,123.66452
2099,106.340294
2100,107.60339
2101,99.67755
2102,93.35783
2103,142.23698
2104,210.12103
2105,183.927
2106,183.78067
2107,124.358734
2108,158.40428
2109,147.8662
2110,100.1205
2111,80.15508
2112,102.941925
2113,143.74393
2114,134.2453
2115,121.0573
2116,188.39658
2117,61.227936
2118,192.82028
2119,122.373886
2120,88.043846
2121,44.52563
2122,84.44477
2123,135.99411
2124,83.49489
2125,175.61469
2126,119.72685
2127,89.78335
2128,78.2227
2129,93.15265
2130,118.21749
2131,145.61948
2132,137.12569
2133,88.49192
2134,92.44676
2135,217.26273
2136,102.94655
2137,139.48718
2138,149.46124
2139,162.91544
2140,142.42036
2141,109.18991
2142,144.97636
2143,188.24039
2144,142.59132
2145,146.57303
2146,142.95174
2147,89.13712
2148,110.78458
2149,175.47528
2150,257.49313
2151,153.11801
2152,287.9859
2153,114.04169
2154,126.96831
2155,236.6076
2156,204.33208
2157,89.86877
2158,102.01708
2159,146.12085
2160,89.658905
2161,109.07286
2162,138.2411
2163,137.49814
2164,200.21767
2165,158.01723
2166,147.11148
2167,118.98795
2168,159.97617
2169,117.030876
2170,128.69531
2171,146.43082
2172,145.9628
2173,128.05527
2174,139.80206
2175,114.843796
2176,180.63362
2177,144.55164
2178,108.04855
2179,87.39584
2180,137.18005
2181,114.66777
2182,68.194016
2183,82.7714
2184,125.20281
2185,158.51196
2186,137.97498
2187,137.76575
2188,116.52934
2189,179.0051
2190,151.31769
2191,122.11577
2192,114.78786
2193,104.02719
2194,103.073975
2195,130.01463
2196,119.856415
2197,185.30023
2198,175.68726
2199,91.202576
2200,107.54133
2201,43.025066
2202,241.71402
2203,192.05103
2204,119.632904
2205,162.27104
2206,88.646255
2207,53.758236
2208,211.5159
2209,107.68286
2210,76.634026
2211,128.34244
2212,172.24628
2213,131.02347
2214,96.31444
2215,150.11609
2216,210.94691
2217,70.733345
2218,117.44452
2219,176.38246
2220,146.6547
2221,219.63802
2222,247.97061
2223,278.83667
2224,208.26024
2225,128.11969
2226,146.29298
2227,169.29224
2228,137.19098
2229,115.73419
2230,172.05081
2231,153.62962
2232,221.48795
2233,229.40933
2234,239.94135
2235,148.96255
2236,145.37039
2237,205.90102
2238,265.56775
2239,141.89285
2240,162.33192
2241,124.944534
2242,113.26297
2243,145.72086
2244,201.70554
2245,115.96468
2246,131.03487
2247,170.27475
2248,178.2799
2249,107.62526
2250,93.683464
2251,94.74516
2252,88.80815
2253,122.48833
2254,149.88515
2255,117.24912
2256,83.42653
2257,83.41902
2258,237.00702
2259,109.40944
2260,145.75577
2261,84.09371
2262,46.95872
2263,103.466995
2264,123.90684
2265,210.32484
2266,66.884186
2267,106.37045
2268,251.16924
2269,190.04852
2270,159.39224
2271,129.26233
2272,133.24336
2273,259.8803
2274,133.92526
2275,77.70688
2276,104.429825
2277,197.15369
2278,240.87476
2279,136.54706
2280,110.04743
2281,136.89778
2282,216.26883
2283,218.2384
2284,286.91827
2285,155.20668
2286,108.06433
2287,105.01001
2288,110.46634
2289,150.9606
2290,158.94246
2291,272.1024
2292,135.01198
2293,192.94322
2294,138.65924
2295,139.1763
2296,139.61098
2297,104.286804
2298,169.55101
2299,123.97278
2300,122.849785
2301,161.50311
2302,130.14693
2303,145.58255
2304,167.30884
2305,112.15765
2306,93.04694
2307,112.38926
2308,142.48486
2309,81.57086
2310,163.66508
2311,191.10657
2312,205.36176
2313,160.59177
2314,209.62259
2315,122.639854
2316,145.61038
2317,125.220474
2318,109.54632
2319,109.27068
2320,260.42914
2321,229.71057
2322,124.57085
2323,114.64714
2324,120.68894
2325,127.668045
2326,96.56892
2327,118.79262
2328,103.168434
2329,100.13211
2330,168.7662
2331,208.90639
2332,187.09624
2333,99.24492
2334,244.4091
2335,210.1268
2336,120.14668
2337,141.98889
2338,132.98495
2339,113.75475
2340,170.35408
2341,171.02234
2342,110.02259
2343,110.45373
2344,119.98862
2345,157.68903
2346,85.93883
2347,84.288155
2348,162.91043
2349,124.08209
2350,183.23627
2351,189.81934
2352,85.22798
2353,115.93328
2354,141.28398
2355,128.04079
2356,106.99724
2357,71.94505
2358,112.72548
2359,121.974335
2360,211.96277
2361,191.77405
2362,60.683334
2363,155.74245
2364,158.25073
2365,165.06671
2366,184.49017
2367,110.819756
2368,163.4016
2369,110.10247
2370,185.52536
2371,187.947
2372,194.93172
2373,98.68166
2374,223.11966
2375,242.14943
2376,129.71196
2377,78.920845
2378,84.21515
2379,157.25789
2380,195.57835
2381,105.03516
2382,81.53754
2383,189.42868
2384,192.03188
2385,157.69925
2386,130.66109
2387,265.14938
2388,81.012115
2389,76.72806
2390,90.72267
2391,108.40688
2392,76.19379
2393,63.66423
2394,101.008896
2395,149.95256
2396,103.17958
2397,93.14302
2398,131.61555
2399,125.55946
2400,124.03134
2401,107.86575
2402,176.16537
2403,260.31628
2404,223.75302
2405,131.29337
2406,161.87263
2407,266.3051
2408,105.11008
2409,177.55746
2410,304.7301
2411,115.79573
2412,138.27458
2413,165.03568
2414,101.96353
2415,85.86511
2416,117.96193
2417,126.05558
2418,102.74403
2419,108.77681
2420,201.7098
2421,112.59686
2422,87.90211
2423,72.21311
2424,51.94637
2425,103.35533
2426,76.32566
2427,87.548584
2428,114.37784
2429,107.32564
2430,114.8345
2431,113.7095
2432,93.69261
2433,127.476456
2434,105.30037
2435,124.591446
2436,199.38126
2437,117.13168
2438,265.2241
2439,104.068115
2440,75.379234
2441,138.6885
2442,56.194454
2443,136.17162
2444,88.347626
2445,98.07092
2446,84.703
2447,63.72954
2448,88.63938
2449,104.990906
2450,106.944595
2451,218.0776
2452,243.30234
2453,224.97858
2454,186.1774
2455,105.211494
2456,109.142784
2457,140.11414
2458,130.88324
2459,102.79628
2460,85.49536
2461,69.27293
2462,106.866295
2463,70.802086
2464,89.20762
2465,169.47215
2466,116.89544
2467,179.57706
2468,107.91002
2469,126.34591
2470,129.57944
2471,155.86757
2472,163.73538
2473,87.014984
2474,70.184395
2475,82.300606
2476,87.176926
2477,52.48739
2478,174.50777
2479,168.36415
2480,98.45547
2481,94.457504
2482,96.47057
2483,87.33653
2484,68.694786
2485,77.7426
2486,72.625595
2487,43.43863
2488,51.20005
2489,102.06222
2490,67.43324
2491,97.10788
2492,142.37624
2493,107.752045
2494,120.03171
2495,77.87471
2496,141.40082
2497,47.01421
2498,131.17247
2499,91.08398
2500,130.91478
2501,156.52765
2502,95.04306
2503,77.166985
2504,96.135826
2505,136.78973
2506,86.37399
2507,94.828186
2508,76.06094
